District,Area,Rooms,Building,Owner,Full_price
Bemowo,50.0,2.0,apartamentowiec,biuro nieruchomości,3100.0
Wilanów,73.0,3.0,blok,prywatny,14200.0
Mokotów,30.0,1.0,blok,prywatny,3000.0
Bemowo,37.1,1.0,blok,prywatny,2850.0
Żoliborz,58.0,3.0,blok,prywatny,4546.53
Bielany,100.0,4.0,blok,prywatny,8000.0
Wilanów,42.0,2.0,apartamentowiec,prywatny,3860.0
Ursus,31.0,1.0,blok,prywatny,2800.0
Praga-Północ,55.0,3.0,kamienica,prywatny,4130.0
Żoliborz,63.0,3.0,apartamentowiec,biuro nieruchomości,6300.0
Wola,45.0,2.0,apartamentowiec,prywatny,6240.0
Mokotów,84.0,3.0,blok,biuro nieruchomości,12100.0
Ursynów,45.0,2.0,apartamentowiec,prywatny,5225.0
Wilanów,83.0,3.0,apartamentowiec,biuro nieruchomości,7300.0
Praga-Północ,32.1,2.0,blok,prywatny,2900.0
Ursynów,47.0,2.0,blok,prywatny,3700.0
Praga-Północ,68.0,3.0,kamienica,biuro nieruchomości,4400.0
Wilanów,78.0,3.0,apartamentowiec,biuro nieruchomości,6800.0
Mokotów,68.4,4.0,blok,biuro nieruchomości,6350.0
Bielany,57.0,3.0,blok,prywatny,5000.0
Mokotów,120.0,4.0,apartamentowiec,biuro nieruchomości,12500.0
Mokotów,45.73,2.0,blok,prywatny,4150.0
Ursynów,56.0,3.0,blok,prywatny,3900.0
Mokotów,145.0,4.0,apartamentowiec,biuro nieruchomości,19500.0
Bemowo,69.0,3.0,apartamentowiec,prywatny,5950.0
Śródmieście,50.0,2.0,kamienica,prywatny,4160.0
Praga-Południe,40.0,2.0,apartamentowiec,prywatny,3750.0
Wilanów,150.0,4.0,apartamentowiec,biuro nieruchomości,17000.0
Ochota,50.0,2.0,blok,prywatny,3400.0
Praga-Północ,41.0,2.0,kamienica,prywatny,3950.0
Wilanów,48.0,2.0,blok,prywatny,3250.0
Wola,25.0,1.0,blok,biuro nieruchomości,2700.0
Ursus,60.0,3.0,apartamentowiec,prywatny,4500.0
Bielany,60.0,3.0,blok,prywatny,4200.0
Bielany,29.0,1.0,blok,prywatny,2900.0
Śródmieście,53.0,2.0,blok,biuro nieruchomości,12000.0
Bielany,54.0,2.0,blok,prywatny,4070.0
Wilanów,44.0,2.0,apartamentowiec,prywatny,4480.0
Wola,38.0,2.0,blok,prywatny,3500.0
Ursus,34.0,2.0,blok,prywatny,2800.0
Śródmieście,36.14,2.0,apartamentowiec,prywatny,4536.0
Wola,48.0,2.0,blok,prywatny,6100.0
Wawer,44.0,1.0,apartamentowiec,biuro nieruchomości,3800.0
Wola,50.0,2.0,plomba,prywatny,4380.0
Wola,120.0,3.0,apartamentowiec,biuro nieruchomości,7500.0
Ursynów,57.0,2.0,apartamentowiec,prywatny,3990.0
Śródmieście,39.0,1.0,kamienica,prywatny,2801.0
Mokotów,56.0,2.0,blok,prywatny,4550.0
Bielany,54.0,2.0,apartamentowiec,prywatny,3900.0
Ursynów,43.0,2.0,apartamentowiec,prywatny,3350.0
Śródmieście,144.82,4.0,apartamentowiec,prywatny,25001.0
Mokotów,50.0,2.0,apartamentowiec,biuro nieruchomości,4150.0
Ursynów,50.0,2.0,apartamentowiec,prywatny,3100.0
Wola,50.0,2.0,blok,biuro nieruchomości,3201.0
Praga-Południe,51.0,2.0,blok,biuro nieruchomości,2700.0
Ochota,50.0,2.0,blok,prywatny,3400.0
Ursus,40.0,1.0,blok,prywatny,2850.0
Mokotów,67.0,3.0,apartamentowiec,biuro nieruchomości,9200.0
Targówek,37.0,2.0,blok,prywatny,3100.0
Ochota,52.0,2.0,apartamentowiec,biuro nieruchomości,3850.0
Wilanów,66.0,3.0,apartamentowiec,prywatny,6800.0
Śródmieście,38.0,2.0,kamienica,prywatny,3700.0
Białołęka,40.0,2.0,apartamentowiec,prywatny,3630.0
Ursus,41.0,2.0,blok,prywatny,3200.0
Wola,41.0,2.0,blok,prywatny,4350.0
Praga-Południe,24.56,1.0,blok,prywatny,2850.0
Praga-Południe,34.0,1.0,kamienica,prywatny,3400.0
Wesoła,22.0,1.0,kamienica,prywatny,1700.0
Śródmieście,27.0,1.0,blok,prywatny,3000.0
Ursynów,70.0,3.0,blok,prywatny,5300.0
Wola,49.0,2.0,apartamentowiec,prywatny,4130.0
Mokotów,57.0,2.0,apartamentowiec,biuro nieruchomości,3700.0
Śródmieście,134.0,3.0,apartamentowiec,biuro nieruchomości,20000.0
Ursynów,54.0,2.0,apartamentowiec,biuro nieruchomości,4700.0
Mokotów,98.0,3.0,apartamentowiec,biuro nieruchomości,10000.0
Praga-Północ,27.0,1.0,blok,prywatny,2700.0
Żoliborz,72.0,3.0,apartamentowiec,prywatny,4901.0
Ursynów,41.0,1.0,apartamentowiec,prywatny,2650.0
Śródmieście,55.0,2.0,apartamentowiec,prywatny,5999.0
Wola,52.0,3.0,kamienica,prywatny,4500.0
Ochota,53.0,2.0,kamienica,prywatny,3300.0
Ursus,56.0,2.0,blok,prywatny,3300.0
Ursus,50.0,3.0,apartamentowiec,prywatny,3850.0
Bemowo,61.0,3.0,apartamentowiec,prywatny,4500.0
Wola,35.0,2.0,blok,prywatny,3320.0
Mokotów,42.0,2.0,apartamentowiec,prywatny,4200.0
Mokotów,54.0,2.0,apartamentowiec,prywatny,5900.0
Praga-Południe,50.0,2.0,blok,prywatny,4000.0
Wilanów,56.0,2.0,apartamentowiec,prywatny,4500.0
Białołęka,44.0,2.0,apartamentowiec,prywatny,3500.0
Bielany,42.0,2.0,blok,prywatny,4150.0
Bielany,40.0,2.0,apartamentowiec,prywatny,3900.0
Mokotów,36.0,1.0,apartamentowiec,prywatny,3015.0
Bemowo,37.0,2.0,blok,prywatny,2950.0
Bemowo,64.0,3.0,blok,prywatny,5000.0
Wola,47.0,2.0,blok,prywatny,3900.0
Ochota,20.02,1.0,kamienica,biuro nieruchomości,2800.0
Wola,58.0,2.0,blok,prywatny,4700.0
Wilanów,34.0,2.0,apartamentowiec,prywatny,2600.0
Żoliborz,45.0,2.0,apartamentowiec,biuro nieruchomości,4200.0
Bielany,49.0,2.0,blok,prywatny,3600.0
Praga-Południe,40.0,2.0,apartamentowiec,prywatny,3900.0
Wilanów,66.0,2.0,apartamentowiec,prywatny,5300.0
Praga-Południe,50.0,2.0,apartamentowiec,prywatny,4900.0
Mokotów,26.0,1.0,apartamentowiec,prywatny,3067.0
Bielany,78.46,4.0,blok,prywatny,4300.0
Wola,63.0,3.0,apartamentowiec,biuro nieruchomości,8300.0
Wola,62.0,3.0,apartamentowiec,biuro nieruchomości,8300.0
Bemowo,55.0,3.0,blok,biuro nieruchomości,4450.0
Praga-Południe,75.0,3.0,kamienica,prywatny,4060.0
Białołęka,43.53,2.0,blok,prywatny,2700.0
Ursus,58.0,2.0,blok,prywatny,3750.0
Ursynów,38.8,1.0,apartamentowiec,prywatny,2700.0
Wilanów,63.0,2.0,apartamentowiec,biuro nieruchomości,5700.0
Wola,31.24,1.0,kamienica,biuro nieruchomości,2983.36
Wola,41.0,2.0,blok,prywatny,3000.0
Mokotów,30.0,2.0,blok,prywatny,3300.0
Bemowo,88.0,3.0,apartamentowiec,prywatny,6600.0
Ochota,38.0,1.0,blok,prywatny,2810.0
Bemowo,88.0,3.0,apartamentowiec,prywatny,6600.0
Ursynów,47.0,2.0,blok,prywatny,4200.0
Wilanów,50.0,2.0,apartamentowiec,prywatny,5660.0
Białołęka,86.0,3.0,szeregowiec,prywatny,5100.0
Żoliborz,55.0,2.0,blok,prywatny,4880.0
Włochy,31.0,2.0,apartamentowiec,prywatny,2490.0
Mokotów,36.0,1.0,blok,prywatny,3160.0
Ursus,57.0,3.0,blok,prywatny,6600.0
Praga-Południe,43.0,2.0,blok,prywatny,4000.0
Białołęka,43.0,2.0,blok,prywatny,3350.0
Wola,50.0,2.0,blok,prywatny,3620.0
Ursus,70.0,3.0,blok,prywatny,5250.0
Wilanów,41.4,2.0,apartamentowiec,prywatny,3950.0
Mokotów,61.0,3.0,blok,prywatny,4920.0
Białołęka,60.0,3.0,blok,prywatny,3800.0
Wawer,60.0,3.0,blok,prywatny,5300.0
Bielany,38.0,1.0,blok,biuro nieruchomości,3450.0
Targówek,42.0,2.0,blok,prywatny,3600.0
Śródmieście,52.0,2.0,apartamentowiec,biuro nieruchomości,5001.0
Praga-Południe,38.48,1.0,apartamentowiec,prywatny,3350.0
Bemowo,57.0,3.0,blok,prywatny,5800.0
Wilanów,73.0,3.0,blok,prywatny,14200.0
Ursynów,51.5,1.0,blok,prywatny,3700.0
Ursus,37.1,2.0,blok,prywatny,3100.0
Bemowo,56.5,2.0,blok,prywatny,3100.0
Ursus,38.0,2.0,blok,prywatny,3300.0
Mokotów,43.0,2.0,blok,prywatny,2900.0
Praga-Południe,54.5,3.0,blok,prywatny,4100.0
Wilanów,55.0,2.0,apartamentowiec,biuro nieruchomości,4200.0
Żoliborz,32.0,1.0,apartamentowiec,prywatny,3500.0
Śródmieście,39.0,2.0,blok,prywatny,3750.0
Mokotów,48.0,2.0,blok,prywatny,4800.0
Białołęka,70.0,3.0,blok,prywatny,4000.0
Wola,31.0,2.0,apartamentowiec,prywatny,4000.0
Bemowo,66.0,2.0,blok,biuro nieruchomości,3850.0
Bemowo,59.0,3.0,blok,prywatny,4050.0
Bemowo,54.0,2.0,blok,prywatny,3300.0
Targówek,34.1,2.0,blok,biuro nieruchomości,2200.0
Wilanów,82.0,3.0,apartamentowiec,biuro nieruchomości,8400.0
Włochy,45.0,2.0,apartamentowiec,prywatny,4050.0
Wola,67.0,2.0,blok,prywatny,4500.0
Wola,36.0,2.0,apartamentowiec,prywatny,3500.0
Bemowo,52.0,2.0,apartamentowiec,prywatny,3750.0
Mokotów,82.0,3.0,blok,biuro nieruchomości,5100.0
Ochota,33.0,2.0,blok,prywatny,3550.0
Wola,70.0,3.0,blok,prywatny,9500.0
Wesoła,25.0,1.0,blok,prywatny,2350.0
Bemowo,53.0,2.0,blok,prywatny,2900.0
Praga-Północ,37.0,2.0,apartamentowiec,prywatny,3500.0
Bemowo,37.0,2.0,apartamentowiec,biuro nieruchomości,3000.0
Śródmieście,46.0,2.0,blok,biuro nieruchomości,4200.0
Wola,41.0,2.0,apartamentowiec,prywatny,4501.0
Wawer,56.0,3.0,blok,prywatny,4730.0
Mokotów,45.0,2.0,blok,biuro nieruchomości,3900.0
Bemowo,73.0,3.0,apartamentowiec,prywatny,4950.0
Śródmieście,180.0,4.0,kamienica,prywatny,25000.0
Białołęka,35.0,2.0,apartamentowiec,biuro nieruchomości,2900.0
Żoliborz,95.0,4.0,apartamentowiec,biuro nieruchomości,10800.0
Żoliborz,49.0,2.0,kamienica,prywatny,3750.0
Wilanów,48.0,2.0,apartamentowiec,prywatny,4120.0
Ursus,65.25,4.0,blok,prywatny,5200.0
Śródmieście,53.0,2.0,blok,biuro nieruchomości,15500.0
Ursynów,44.0,2.0,blok,prywatny,3950.0
Śródmieście,48.5,3.0,blok,prywatny,5000.0
Mokotów,80.0,3.0,blok,prywatny,5900.0
Wilanów,70.0,3.0,apartamentowiec,biuro nieruchomości,4913.0
Bemowo,38.0,2.0,apartamentowiec,biuro nieruchomości,3100.0
Żoliborz,36.14,2.0,apartamentowiec,biuro nieruchomości,4320.0
Wilanów,55.0,2.0,apartamentowiec,prywatny,5168.0
Wola,63.0,3.0,apartamentowiec,prywatny,5300.0
Włochy,56.33,3.0,apartamentowiec,prywatny,5652.39
Bemowo,38.0,2.0,blok,prywatny,3600.0
Ochota,26.0,1.0,blok,prywatny,2700.0
Białołęka,45.0,2.0,apartamentowiec,biuro nieruchomości,4850.0
Bielany,40.0,2.0,blok,prywatny,3600.0
Wilanów,170.0,4.0,apartamentowiec,biuro nieruchomości,17000.0
Białołęka,35.0,2.0,apartamentowiec,biuro nieruchomości,4210.0
Wola,70.0,4.0,apartamentowiec,biuro nieruchomości,5300.0
Targówek,48.9,2.0,blok,biuro nieruchomości,3150.0
Śródmieście,53.0,2.0,blok,biuro nieruchomości,5300.0
Wola,38.0,2.0,apartamentowiec,biuro nieruchomości,4400.0
Ursus,38.0,2.0,blok,biuro nieruchomości,3480.0
Ursynów,38.0,1.0,blok,biuro nieruchomości,3000.0
Białołęka,46.0,2.0,apartamentowiec,biuro nieruchomości,3750.0
Praga-Północ,48.0,1.0,kamienica,biuro nieruchomości,4120.0
Bielany,107.0,5.0,apartamentowiec,biuro nieruchomości,11900.0
Żoliborz,72.0,3.0,apartamentowiec,prywatny,4901.0
Śródmieście,120.0,3.0,kamienica,biuro nieruchomości,18950.0
Mokotów,118.0,4.0,kamienica,biuro nieruchomości,12000.0
Mokotów,255.0,5.0,apartamentowiec,biuro nieruchomości,16950.0
Żoliborz,33.4,1.0,apartamentowiec,biuro nieruchomości,3150.0
Mokotów,38.0,2.0,blok,biuro nieruchomości,3400.0
Ochota,36.0,1.0,apartamentowiec,prywatny,3300.0
Praga-Południe,42.0,1.0,blok,prywatny,3300.0
Wilanów,100.0,3.0,apartamentowiec,biuro nieruchomości,11500.0
Wola,42.62,2.0,blok,prywatny,3500.0
Śródmieście,103.0,5.0,kamienica,biuro nieruchomości,8900.0
Śródmieście,140.0,4.0,apartamentowiec,biuro nieruchomości,17950.0
Śródmieście,54.0,2.0,apartamentowiec,biuro nieruchomości,12000.0
Wola,55.6,2.0,apartamentowiec,biuro nieruchomości,4450.0
Białołęka,42.5,2.0,blok,biuro nieruchomości,3000.0
Śródmieście,58.0,2.0,apartamentowiec,biuro nieruchomości,5500.0
Wola,25.0,1.0,apartamentowiec,biuro nieruchomości,2992.0
Ochota,36.3,2.0,blok,biuro nieruchomości,2700.0
Praga-Południe,46.0,2.0,blok,biuro nieruchomości,3500.0
Ursynów,46.6,2.0,blok,prywatny,3400.0
Mokotów,98.0,3.0,apartamentowiec,biuro nieruchomości,6500.0
Ursynów,58.0,3.0,blok,biuro nieruchomości,4100.0
Śródmieście,81.5,3.0,kamienica,biuro nieruchomości,8500.0
Wola,33.0,1.0,blok,prywatny,3425.0
Ochota,28.0,1.0,blok,prywatny,3050.0
Mokotów,49.0,3.0,kamienica,prywatny,6430.0
Śródmieście,38.4,2.0,apartamentowiec,biuro nieruchomości,6000.0
Mokotów,120.0,4.0,apartamentowiec,biuro nieruchomości,12700.0
Wola,35.04,2.0,apartamentowiec,biuro nieruchomości,4000.0
Wola,35.22,2.0,apartamentowiec,biuro nieruchomości,4000.0
Śródmieście,28.0,1.0,apartamentowiec,prywatny,4100.0
Mokotów,75.0,3.0,apartamentowiec,prywatny,4990.0
Praga-Południe,50.0,2.0,blok,biuro nieruchomości,3000.0
Żoliborz,51.0,2.0,kamienica,biuro nieruchomości,2850.0
Wilanów,106.0,3.0,blok,biuro nieruchomości,5700.0
Ursus,58.0,3.0,blok,prywatny,4000.0
Praga-Północ,27.0,1.0,blok,prywatny,2700.0
Ursynów,38.8,1.0,apartamentowiec,prywatny,2700.0
Śródmieście,54.0,2.0,apartamentowiec,biuro nieruchomości,12000.0
Żoliborz,35.0,1.0,apartamentowiec,prywatny,3399.0
Praga-Północ,32.4,2.0,apartamentowiec,prywatny,5000.0
Śródmieście,101.0,3.0,apartamentowiec,biuro nieruchomości,11950.0
Bielany,40.0,2.0,blok,biuro nieruchomości,2500.0
Żoliborz,65.0,3.0,kamienica,biuro nieruchomości,5500.0
Bielany,51.0,2.0,blok,biuro nieruchomości,2950.0
Żoliborz,65.0,4.0,kamienica,biuro nieruchomości,5500.0
Wilanów,41.5,2.0,blok,prywatny,4600.0
Wesoła,25.0,1.0,blok,prywatny,2350.0
Śródmieście,37.0,2.0,blok,prywatny,4500.0
Praga-Południe,40.0,2.0,kamienica,prywatny,3208.0
Wilanów,52.0,2.0,blok,biuro nieruchomości,4340.0
Targówek,41.95,2.0,blok,prywatny,3380.0
Mokotów,48.0,3.0,blok,prywatny,5780.0
Śródmieście,44.0,2.0,kamienica,biuro nieruchomości,5320.0
Praga-Południe,54.0,2.0,kamienica,prywatny,2950.0
Mokotów,61.0,2.0,apartamentowiec,biuro nieruchomości,4500.0
Praga-Południe,37.8,2.0,blok,prywatny,2840.0
Mokotów,90.0,4.0,blok,prywatny,5900.0
Żoliborz,53.0,3.0,blok,biuro nieruchomości,2500.0
Wilanów,80.0,3.0,apartamentowiec,prywatny,8800.0
Wola,39.0,2.0,blok,prywatny,4181.67
Wola,65.0,3.0,apartamentowiec,biuro nieruchomości,6900.0
Bemowo,64.0,3.0,blok,prywatny,5000.0
Mokotów,45.0,2.0,blok,prywatny,4450.0
Bielany,35.0,2.0,blok,prywatny,2940.0
Wilanów,42.0,2.0,blok,prywatny,3800.0
Ochota,60.0,3.0,blok,prywatny,4590.0
Praga-Południe,55.0,3.0,apartamentowiec,biuro nieruchomości,4941.0
Mokotów,54.0,2.0,apartamentowiec,prywatny,5220.0
Ursynów,65.0,3.0,blok,prywatny,3580.0
Bemowo,110.0,4.0,blok,biuro nieruchomości,5700.0
Bielany,62.0,3.0,blok,prywatny,3541.0
Wola,65.0,3.0,blok,prywatny,6000.0
Białołęka,44.5,2.0,blok,biuro nieruchomości,2700.0
Ursus,47.0,2.0,blok,biuro nieruchomości,4700.0
Mokotów,120.0,4.0,apartamentowiec,biuro nieruchomości,12001.0
Mokotów,62.0,2.0,kamienica,biuro nieruchomości,4600.0
Śródmieście,70.0,2.0,kamienica,biuro nieruchomości,6500.0
Śródmieście,36.0,2.0,blok,biuro nieruchomości,2900.0
Ursus,47.0,3.0,blok,prywatny,3200.0
Wola,61.0,3.0,kamienica,prywatny,6060.0
Ursynów,40.0,2.0,apartamentowiec,prywatny,3900.0
Śródmieście,31.0,1.0,kamienica,prywatny,3880.0
Mokotów,75.0,3.0,apartamentowiec,biuro nieruchomości,9270.0
Praga-Północ,27.0,1.0,blok,prywatny,2700.0
Ochota,37.0,3.0,blok,biuro nieruchomości,3800.0
Bemowo,50.5,2.0,apartamentowiec,biuro nieruchomości,3900.0
Praga-Północ,54.5,3.0,blok,biuro nieruchomości,2040.0
Ursynów,60.7,2.0,blok,biuro nieruchomości,3950.0
Ursynów,48.0,2.0,blok,biuro nieruchomości,3400.0
Żoliborz,36.91,2.0,apartamentowiec,biuro nieruchomości,2981.0
Żoliborz,37.03,2.0,apartamentowiec,biuro nieruchomości,3001.0
Włochy,44.0,2.0,apartamentowiec,biuro nieruchomości,3200.0
Żoliborz,36.98,2.0,apartamentowiec,biuro nieruchomości,2987.0
Śródmieście,48.0,3.0,dom wolnostojący,biuro nieruchomości,5717.0
Ochota,50.0,3.0,blok,prywatny,3500.0
Wola,40.0,2.0,blok,biuro nieruchomości,2800.0
Mokotów,47.41,3.0,blok,prywatny,3540.0
Wola,120.0,4.0,apartamentowiec,biuro nieruchomości,11000.0
Mokotów,125.0,3.0,apartamentowiec,biuro nieruchomości,5700.0
Wilanów,80.0,3.0,apartamentowiec,biuro nieruchomości,10000.0
Mokotów,81.0,3.0,apartamentowiec,biuro nieruchomości,8200.0
Śródmieście,48.6,2.0,kamienica,biuro nieruchomości,3800.0
Bemowo,56.5,3.0,blok,prywatny,3241.0
Mokotów,52.0,3.0,apartamentowiec,prywatny,4550.0
Białołęka,45.0,2.0,dom wolnostojący,prywatny,2800.0
Ursynów,45.0,2.0,blok,biuro nieruchomości,3000.0
Śródmieście,56.0,2.0,kamienica,biuro nieruchomości,2900.0
Mokotów,30.0,1.0,apartamentowiec,biuro nieruchomości,3000.0
Ursynów,169.0,4.0,apartamentowiec,biuro nieruchomości,13500.0
Mokotów,198.0,4.0,apartamentowiec,biuro nieruchomości,11000.0
Śródmieście,75.0,3.0,apartamentowiec,biuro nieruchomości,12500.0
Targówek,28.0,1.0,blok,prywatny,2700.0
Praga-Południe,79.4,3.0,apartamentowiec,biuro nieruchomości,6370.0
Śródmieście,26.3,1.0,dom wolnostojący,biuro nieruchomości,2496.0
Wilanów,49.0,2.0,apartamentowiec,prywatny,4100.0
Białołęka,50.0,2.0,blok,prywatny,3800.0
Wola,27.0,1.0,blok,prywatny,2700.0
Praga-Południe,48.0,2.0,kamienica,prywatny,3000.0
Ursynów,53.0,3.0,blok,prywatny,4000.0
Wilanów,50.0,2.0,blok,prywatny,5500.0
Wola,56.7,2.0,apartamentowiec,prywatny,4500.0
Wola,63.0,3.0,apartamentowiec,prywatny,5300.0
Mokotów,54.0,2.0,apartamentowiec,prywatny,5223.0
Śródmieście,27.0,1.0,blok,prywatny,3098.0
Bemowo,35.4,2.0,apartamentowiec,prywatny,3630.0
Praga-Południe,40.0,1.0,blok,prywatny,4050.0
Mokotów,80.0,3.0,apartamentowiec,biuro nieruchomości,8501.0
Ursus,45.0,2.0,blok,prywatny,3100.0
Bemowo,66.0,3.0,blok,prywatny,4150.0
Białołęka,46.0,2.0,apartamentowiec,prywatny,3150.0
Ochota,22.0,1.0,blok,prywatny,2780.0
Śródmieście,48.0,2.0,blok,biuro nieruchomości,3800.0
Mokotów,63.86,3.0,apartamentowiec,biuro nieruchomości,6800.0
Ochota,38.0,1.0,apartamentowiec,biuro nieruchomości,3400.0
Białołęka,46.16,2.0,blok,biuro nieruchomości,2900.0
Żoliborz,46.0,2.0,apartamentowiec,prywatny,5550.0
Praga-Południe,60.0,3.0,blok,prywatny,3650.0
Wilanów,45.0,2.0,apartamentowiec,biuro nieruchomości,3200.0
Włochy,52.0,2.0,blok,biuro nieruchomości,3530.0
Bemowo,38.0,2.0,apartamentowiec,biuro nieruchomości,3800.0
Żoliborz,55.0,2.0,kamienica,biuro nieruchomości,5020.0
Ursynów,47.0,2.0,blok,prywatny,4200.0
Śródmieście,31.43,2.0,kamienica,biuro nieruchomości,3500.0
Wola,41.0,2.0,apartamentowiec,biuro nieruchomości,4600.0
Praga-Północ,43.0,2.0,blok,prywatny,3980.0
Wola,45.0,2.0,apartamentowiec,prywatny,6240.0
Śródmieście,25.0,1.0,apartamentowiec,biuro nieruchomości,3550.0
Praga-Północ,30.0,1.0,kamienica,prywatny,2800.0
Ursynów,51.0,2.0,blok,prywatny,3820.0
Wola,37.0,2.0,blok,prywatny,4000.0
Mokotów,54.0,2.0,apartamentowiec,biuro nieruchomości,4001.0
Wola,108.0,4.0,apartamentowiec,biuro nieruchomości,8738.0
Mokotów,54.0,2.0,blok,biuro nieruchomości,4700.0
Bemowo,68.0,3.0,apartamentowiec,prywatny,4000.0
Mokotów,45.5,2.0,kamienica,biuro nieruchomości,4000.0
Rembertów,70.0,3.0,blok,biuro nieruchomości,3500.0
Ursus,33.0,2.0,blok,prywatny,3000.0
Mokotów,34.0,2.0,apartamentowiec,prywatny,5300.0
Wola,45.0,2.0,blok,prywatny,5000.0
Bielany,48.0,2.0,blok,prywatny,4155.0
Praga-Północ,33.0,2.0,kamienica,prywatny,3500.0
Wola,40.0,2.0,blok,prywatny,4298.0
Mokotów,75.0,3.0,apartamentowiec,prywatny,7600.0
Białołęka,70.0,3.0,blok,prywatny,4000.0
Wola,67.0,2.0,blok,prywatny,4500.0
Bemowo,27.0,1.0,blok,prywatny,2900.0
Praga-Południe,48.0,2.0,dom wolnostojący,prywatny,3800.0
Żoliborz,41.0,2.0,apartamentowiec,biuro nieruchomości,4900.0
Mokotów,58.56,3.0,kamienica,biuro nieruchomości,4000.0
Praga-Północ,43.0,2.0,apartamentowiec,biuro nieruchomości,5000.0
Praga-Północ,43.0,2.0,apartamentowiec,biuro nieruchomości,5000.0
Mokotów,92.0,3.0,kamienica,biuro nieruchomości,6500.0
Mokotów,95.0,3.0,apartamentowiec,biuro nieruchomości,10600.0
Rembertów,100.0,4.0,dom wolnostojący,biuro nieruchomości,4000.0
Ursus,40.0,2.0,apartamentowiec,prywatny,2701.0
Bemowo,85.0,3.0,apartamentowiec,prywatny,5600.0
Śródmieście,135.0,3.0,kamienica,prywatny,5900.0
Mokotów,41.0,2.0,blok,prywatny,4501.0
Wola,54.0,2.0,apartamentowiec,biuro nieruchomości,5500.0
Ursus,50.0,2.0,blok,prywatny,4000.0
Ursus,63.33,3.0,apartamentowiec,biuro nieruchomości,3550.0
Wola,45.0,2.0,apartamentowiec,prywatny,4050.0
Wola,42.0,2.0,blok,biuro nieruchomości,3064.0
Włochy,39.0,2.0,apartamentowiec,prywatny,4000.0
Wilanów,63.0,3.0,apartamentowiec,prywatny,6340.0
Ursynów,56.0,3.0,blok,prywatny,4000.0
Śródmieście,55.0,2.0,blok,biuro nieruchomości,3800.0
Praga-Północ,37.0,2.0,blok,prywatny,3200.0
Bemowo,76.0,3.0,apartamentowiec,prywatny,5275.0
Praga-Północ,32.4,2.0,apartamentowiec,prywatny,5000.0
Wola,63.0,3.0,apartamentowiec,prywatny,5300.0
Bemowo,30.0,2.0,blok,prywatny,3489.0
Mokotów,140.0,4.0,apartamentowiec,biuro nieruchomości,13000.0
Śródmieście,110.0,3.0,apartamentowiec,biuro nieruchomości,16500.0
Śródmieście,61.0,3.0,kamienica,biuro nieruchomości,5500.0
Praga-Południe,44.0,2.0,blok,biuro nieruchomości,3200.0
Wilanów,47.0,2.0,apartamentowiec,biuro nieruchomości,4260.0
Ochota,64.0,2.0,blok,biuro nieruchomości,6000.0
Śródmieście,59.23,3.0,blok,biuro nieruchomości,6100.0
Włochy,80.0,3.0,apartamentowiec,biuro nieruchomości,7250.0
Mokotów,40.0,2.0,apartamentowiec,biuro nieruchomości,4900.0
Ursynów,50.0,2.0,apartamentowiec,biuro nieruchomości,4100.0
Śródmieście,92.0,3.0,apartamentowiec,biuro nieruchomości,11500.0
Mokotów,60.0,2.0,blok,prywatny,5600.0
Praga-Północ,60.0,2.0,kamienica,biuro nieruchomości,4500.0
Wola,38.0,2.0,apartamentowiec,prywatny,5500.0
Mokotów,75.0,3.0,apartamentowiec,biuro nieruchomości,8285.0
Ursynów,41.0,1.0,apartamentowiec,prywatny,2650.0
Mokotów,34.0,2.0,blok,prywatny,3900.0
Bielany,44.0,2.0,apartamentowiec,biuro nieruchomości,3500.0
Śródmieście,92.1,3.0,apartamentowiec,biuro nieruchomości,11500.0
Ursynów,60.0,3.0,apartamentowiec,prywatny,3900.0
Wola,50.0,2.0,apartamentowiec,biuro nieruchomości,4500.0
Włochy,37.84,1.0,dom wolnostojący,biuro nieruchomości,2800.0
Mokotów,48.0,3.0,blok,prywatny,5780.0
Bemowo,56.5,3.0,blok,prywatny,3241.0
Mokotów,38.6,2.0,blok,biuro nieruchomości,2800.0
Włochy,48.0,3.0,dom wolnostojący,biuro nieruchomości,4000.0
Mokotów,31.0,2.0,blok,prywatny,3100.0
Białołęka,25.0,1.0,apartamentowiec,prywatny,2920.0
Praga-Południe,64.0,3.0,apartamentowiec,biuro nieruchomości,5799.0
Śródmieście,113.0,4.0,apartamentowiec,biuro nieruchomości,11200.0
Śródmieście,54.0,1.0,apartamentowiec,biuro nieruchomości,5350.0
Śródmieście,58.0,2.0,blok,biuro nieruchomości,4500.0
Wilanów,80.0,3.0,apartamentowiec,biuro nieruchomości,8200.0
Bemowo,56.0,2.0,apartamentowiec,prywatny,4400.0
Śródmieście,39.35,2.0,apartamentowiec,deweloper,5900.0
Śródmieście,64.0,3.0,kamienica,prywatny,6400.0
Mokotów,66.14,3.0,blok,biuro nieruchomości,5383.0
Wola,83.0,3.0,blok,biuro nieruchomości,8700.0
Mokotów,20.0,1.0,apartamentowiec,biuro nieruchomości,2750.0
Wola,46.0,2.0,apartamentowiec,biuro nieruchomości,3500.0
Mokotów,80.0,3.0,kamienica,prywatny,4800.0
Ursus,34.0,2.0,blok,prywatny,2990.0
Ursynów,28.0,2.0,blok,prywatny,3203.0
Wilanów,64.0,3.0,apartamentowiec,prywatny,5800.0
Ursus,41.9,2.0,apartamentowiec,prywatny,3690.0
Ursus,30.0,1.0,blok,prywatny,2500.0
